Timestamp,Date,Week,Month,Event_Type,Severity,Asset,Source
2024-08-30 00:39:00,2024-08-30,35,2024-08,Policy Violation,Medium,Firewall,Firewall
2024-04-22 04:06:00,2024-04-22,17,2024-04,Policy Violation,Critical,DB-Server,Firewall
2024-08-04 21:28:00,2024-08-04,31,2024-08,Policy Violation,Medium,Web-Server,EDR
2024-10-03 23:48:00,2024-10-03,40,2024-10,Login Failure,Low,Firewall,SIEM
2024-10-22 01:10:00,2024-10-22,43,2024-10,Policy Violation,Medium,DB-Server,Firewall
2024-02-11 17:16:00,2024-02-11,6,2024-02,Login Failure,High,Endpoint,IDS
2024-03-15 08:39:00,2024-03-15,11,2024-03,Malware Detected,Medium,Web-Server,IDS
2024-05-02 06:46:00,2024-05-02,18,2024-05,Port Scan,Medium,Firewall,EDR
2024-06-19 20:41:00,2024-06-19,25,2024-06,Login Failure,Medium,Firewall,EDR
2024-10-17 11:17:00,2024-10-17,42,2024-10,Login Failure,Medium,Firewall,SIEM
2024-11-08 21:30:00,2024-11-08,45,2024-11,Policy Violation,Medium,Endpoint,EDR
2024-08-16 04:05:00,2024-08-16,33,2024-08,Malware Detected,Critical,Firewall,SIEM
2024-04-24 06:35:00,2024-04-24,17,2024-04,Policy Violation,High,Web-Server,SIEM
2024-04-21 13:55:00,2024-04-21,16,2024-04,Malware Detected,Medium,Web-Server,EDR
2024-03-22 08:55:00,2024-03-22,12,2024-03,Policy Violation,Low,Endpoint,SIEM
2024-05-20 07:52:00,2024-05-20,21,2024-05,Login Failure,Medium,DB-Server,IDS
2024-09-28 18:01:00,2024-09-28,39,2024-09,Port Scan,Low,DB-Server,SIEM
2024-04-18 12:28:00,2024-04-18,16,2024-04,Policy Violation,Low,Endpoint,EDR
2024-02-03 03:46:00,2024-02-03,5,2024-02,Malware Detected,Low,DB-Server,IDS
2024-10-29 22:25:00,2024-10-29,44,2024-10,Login Failure,Critical,DB-Server,SIEM
2024-06-19 14:40:00,2024-06-19,25,2024-06,Malware Detected,Critical,Web-Server,IDS
2024-01-16 04:12:00,2024-01-16,3,2024-01,Malware Detected,High,Endpoint,SIEM
2024-05-01 21:45:00,2024-05-01,18,2024-05,Login Failure,High,Endpoint,IDS
2024-08-21 07:42:00,2024-08-21,34,2024-08,Login Failure,Medium,Firewall,Firewall
2024-06-25 11:11:00,2024-06-25,26,2024-06,Policy Violation,Low,DB-Server,EDR
2024-07-04 10:38:00,2024-07-04,27,2024-07,Policy Violation,High,Endpoint,EDR
2024-05-07 01:01:00,2024-05-07,19,2024-05,Port Scan,Medium,DB-Server,IDS
2024-04-25 16:19:00,2024-04-25,17,2024-04,Policy Violation,Critical,Web-Server,IDS
2024-12-26 21:30:00,2024-12-26,52,2024-12,Malware Detected,High,Firewall,EDR
2024-05-16 15:58:00,2024-05-16,20,2024-05,Policy Violation,Critical,Firewall,IDS
2024-08-26 04:40:00,2024-08-26,35,2024-08,Policy Violation,Critical,Endpoint,SIEM
2024-05-15 01:38:00,2024-05-15,20,2024-05,Port Scan,Medium,Firewall,SIEM
2024-12-14 02:18:00,2024-12-14,50,2024-12,Malware Detected,Medium,Firewall,IDS
2024-02-20 01:07:00,2024-02-20,8,2024-02,Login Failure,Critical,Endpoint,EDR
2024-05-04 09:02:00,2024-05-04,18,2024-05,Login Failure,High,Firewall,Firewall
2024-10-15 07:05:00,2024-10-15,42,2024-10,Port Scan,Medium,DB-Server,SIEM
2024-11-18 16:31:00,2024-11-18,47,2024-11,Login Failure,Medium,Web-Server,Firewall
2024-06-17 17:46:00,2024-06-17,25,2024-06,Policy Violation,Critical,DB-Server,SIEM
2024-04-01 11:45:00,2024-04-01,14,2024-04,Malware Detected,High,Endpoint,IDS
2024-12-23 01:06:00,2024-12-23,52,2024-12,Port Scan,High,Endpoint,EDR
2024-04-23 14:36:00,2024-04-23,17,2024-04,Port Scan,Critical,Web-Server,EDR
2024-02-16 06:23:00,2024-02-16,7,2024-02,Policy Violation,Low,DB-Server,SIEM
2024-04-04 03:47:00,2024-04-04,14,2024-04,Login Failure,Low,Firewall,IDS
2024-07-18 14:30:00,2024-07-18,29,2024-07,Port Scan,Low,DB-Server,Firewall
2024-11-26 22:00:00,2024-11-26,48,2024-11,Login Failure,High,Endpoint,SIEM
2024-04-18 12:35:00,2024-04-18,16,2024-04,Malware Detected,High,Firewall,IDS
2024-07-26 04:05:00,2024-07-26,30,2024-07,Malware Detected,Medium,Web-Server,IDS
2024-09-06 13:11:00,2024-09-06,36,2024-09,Policy Violation,High,DB-Server,Firewall
2024-01-04 13:02:00,2024-01-04,1,2024-01,Policy Violation,Critical,Firewall,EDR
2024-10-24 22:37:00,2024-10-24,43,2024-10,Malware Detected,Low,Firewall,IDS
2024-06-08 18:45:00,2024-06-08,23,2024-06,Policy Violation,High,Web-Server,SIEM
2024-10-30 07:51:00,2024-10-30,44,2024-10,Malware Detected,High,Web-Server,IDS
2024-07-09 19:00:00,2024-07-09,28,2024-07,Malware Detected,High,Web-Server,Firewall
2024-09-16 11:12:00,2024-09-16,38,2024-09,Malware Detected,Low,Endpoint,Firewall
2024-04-02 11:32:00,2024-04-02,14,2024-04,Login Failure,Critical,Firewall,SIEM
2024-12-14 05:02:00,2024-12-14,50,2024-12,Port Scan,High,DB-Server,EDR
2024-07-20 06:14:00,2024-07-20,29,2024-07,Policy Violation,High,Web-Server,EDR
2024-03-08 14:46:00,2024-03-08,10,2024-03,Login Failure,Critical,Endpoint,IDS
2024-01-17 11:48:00,2024-01-17,3,2024-01,Malware Detected,Low,Firewall,Firewall
2024-08-10 04:00:00,2024-08-10,32,2024-08,Login Failure,Critical,Firewall,IDS
2024-11-07 21:30:00,2024-11-07,45,2024-11,Policy Violation,Critical,Firewall,EDR
2024-07-09 23:06:00,2024-07-09,28,2024-07,Malware Detected,High,DB-Server,SIEM
2024-12-21 05:48:00,2024-12-21,51,2024-12,Port Scan,High,Firewall,IDS
2024-07-15 05:19:00,2024-07-15,29,2024-07,Login Failure,Medium,DB-Server,IDS
2024-09-12 09:09:00,2024-09-12,37,2024-09,Malware Detected,Critical,Web-Server,SIEM
2024-08-18 01:26:00,2024-08-18,33,2024-08,Login Failure,Critical,Endpoint,EDR
2024-03-28 19:58:00,2024-03-28,13,2024-03,Login Failure,Low,Endpoint,SIEM
2024-12-27 04:30:00,2024-12-27,52,2024-12,Malware Detected,Low,Firewall,Firewall
2024-06-07 19:38:00,2024-06-07,23,2024-06,Policy Violation,Low,Firewall,IDS
2024-12-09 11:31:00,2024-12-09,50,2024-12,Malware Detected,Critical,DB-Server,EDR
2024-03-22 04:40:00,2024-03-22,12,2024-03,Port Scan,Medium,Web-Server,IDS
2024-04-16 16:47:00,2024-04-16,16,2024-04,Port Scan,Low,Firewall,IDS
2024-10-23 00:10:00,2024-10-23,43,2024-10,Policy Violation,Low,Endpoint,SIEM
2024-06-05 20:01:00,2024-06-05,23,2024-06,Port Scan,High,Endpoint,SIEM
2024-02-06 20:42:00,2024-02-06,6,2024-02,Policy Violation,Low,Endpoint,IDS
2024-01-08 23:28:00,2024-01-08,2,2024-01,Login Failure,Critical,DB-Server,EDR
2024-06-22 08:05:00,2024-06-22,25,2024-06,Policy Violation,Critical,Endpoint,SIEM
2024-05-05 16:47:00,2024-05-05,18,2024-05,Malware Detected,Critical,DB-Server,Firewall
2024-03-23 18:57:00,2024-03-23,12,2024-03,Malware Detected,Medium,Endpoint,IDS
2024-06-27 07:50:00,2024-06-27,26,2024-06,Login Failure,Low,Endpoint,IDS
2024-07-05 15:46:00,2024-07-05,27,2024-07,Policy Violation,Critical,Firewall,Firewall
2024-04-28 09:19:00,2024-04-28,17,2024-04,Port Scan,Critical,Web-Server,EDR
2024-12-10 02:23:00,2024-12-10,50,2024-12,Malware Detected,Critical,DB-Server,IDS
2024-03-25 18:53:00,2024-03-25,13,2024-03,Port Scan,Low,Endpoint,IDS
2024-10-01 03:57:00,2024-10-01,40,2024-10,Malware Detected,Medium,Endpoint,SIEM
2024-11-30 15:48:00,2024-11-30,48,2024-11,Malware Detected,Low,Web-Server,SIEM
2024-06-07 05:04:00,2024-06-07,23,2024-06,Policy Violation,Medium,DB-Server,IDS
2024-12-21 09:55:00,2024-12-21,51,2024-12,Policy Violation,High,Web-Server,EDR
2024-04-09 06:38:00,2024-04-09,15,2024-04,Policy Violation,Low,Endpoint,EDR
2024-02-06 08:06:00,2024-02-06,6,2024-02,Login Failure,Low,Endpoint,SIEM
2024-12-18 20:21:00,2024-12-18,51,2024-12,Login Failure,Critical,Firewall,SIEM
2024-03-02 12:09:00,2024-03-02,9,2024-03,Malware Detected,Medium,DB-Server,EDR
2024-11-02 14:54:00,2024-11-02,44,2024-11,Malware Detected,Low,Web-Server,IDS
2024-07-05 18:51:00,2024-07-05,27,2024-07,Login Failure,Low,Web-Server,SIEM
2024-08-24 09:56:00,2024-08-24,34,2024-08,Login Failure,Critical,Web-Server,SIEM
2024-06-22 12:09:00,2024-06-22,25,2024-06,Login Failure,Critical,DB-Server,IDS
2024-11-26 19:16:00,2024-11-26,48,2024-11,Malware Detected,Medium,DB-Server,Firewall
2024-01-27 03:04:00,2024-01-27,4,2024-01,Policy Violation,High,DB-Server,IDS
2024-12-14 06:57:00,2024-12-14,50,2024-12,Malware Detected,Low,Endpoint,SIEM
2024-08-09 15:33:00,2024-08-09,32,2024-08,Port Scan,Critical,Firewall,Firewall
2024-05-28 19:38:00,2024-05-28,22,2024-05,Malware Detected,Medium,Web-Server,EDR
2024-12-11 23:44:00,2024-12-11,50,2024-12,Login Failure,High,Firewall,EDR
2024-03-06 09:03:00,2024-03-06,10,2024-03,Port Scan,Medium,Firewall,IDS
2024-11-01 01:56:00,2024-11-01,44,2024-11,Port Scan,Critical,Firewall,Firewall
2024-09-15 13:45:00,2024-09-15,37,2024-09,Policy Violation,Critical,DB-Server,Firewall
2024-02-01 11:40:00,2024-02-01,5,2024-02,Policy Violation,High,Firewall,Firewall
2024-02-24 10:20:00,2024-02-24,8,2024-02,Port Scan,Critical,Firewall,SIEM
2024-07-24 10:29:00,2024-07-24,30,2024-07,Policy Violation,Medium,Endpoint,IDS
2024-01-04 12:59:00,2024-01-04,1,2024-01,Policy Violation,Medium,DB-Server,SIEM
2024-03-03 16:50:00,2024-03-03,9,2024-03,Policy Violation,Critical,Firewall,Firewall
2024-02-29 23:46:00,2024-02-29,9,2024-02,Policy Violation,Medium,Endpoint,EDR
2024-07-01 09:27:00,2024-07-01,27,2024-07,Malware Detected,High,DB-Server,IDS
2024-01-08 07:35:00,2024-01-08,2,2024-01,Malware Detected,Medium,DB-Server,Firewall
2024-08-13 15:13:00,2024-08-13,33,2024-08,Malware Detected,High,Firewall,EDR
2024-10-31 02:15:00,2024-10-31,44,2024-10,Login Failure,Low,DB-Server,Firewall
2024-08-28 18:51:00,2024-08-28,35,2024-08,Policy Violation,High,Firewall,EDR
2024-09-02 15:09:00,2024-09-02,36,2024-09,Malware Detected,High,DB-Server,EDR
2024-08-12 17:47:00,2024-08-12,33,2024-08,Port Scan,Medium,Firewall,SIEM
2024-12-24 20:10:00,2024-12-24,52,2024-12,Policy Violation,Medium,DB-Server,EDR
2024-03-29 13:44:00,2024-03-29,13,2024-03,Malware Detected,Medium,Web-Server,IDS
2024-11-25 03:05:00,2024-11-25,48,2024-11,Login Failure,Medium,Endpoint,Firewall
2024-10-18 14:49:00,2024-10-18,42,2024-10,Policy Violation,High,DB-Server,Firewall
2024-05-12 08:04:00,2024-05-12,19,2024-05,Policy Violation,Medium,Endpoint,IDS
2024-10-01 07:04:00,2024-10-01,40,2024-10,Policy Violation,Critical,Firewall,Firewall
2024-05-25 18:29:00,2024-05-25,21,2024-05,Malware Detected,Critical,Firewall,EDR
2024-05-15 22:44:00,2024-05-15,20,2024-05,Policy Violation,Critical,DB-Server,Firewall
2024-09-20 02:40:00,2024-09-20,38,2024-09,Login Failure,Low,Firewall,IDS
2024-08-20 19:15:00,2024-08-20,34,2024-08,Malware Detected,Critical,Web-Server,EDR
2024-10-04 15:35:00,2024-10-04,40,2024-10,Malware Detected,High,Endpoint,EDR
2024-06-18 20:35:00,2024-06-18,25,2024-06,Login Failure,Medium,Endpoint,Firewall
2024-05-04 12:32:00,2024-05-04,18,2024-05,Policy Violation,Medium,Web-Server,SIEM
2024-10-25 12:52:00,2024-10-25,43,2024-10,Login Failure,Low,Endpoint,IDS
2024-03-29 09:01:00,2024-03-29,13,2024-03,Login Failure,High,Web-Server,Firewall
2024-05-07 10:40:00,2024-05-07,19,2024-05,Port Scan,Low,Endpoint,EDR
2024-05-29 01:52:00,2024-05-29,22,2024-05,Policy Violation,Critical,Web-Server,Firewall
2024-08-14 00:05:00,2024-08-14,33,2024-08,Malware Detected,High,Endpoint,EDR
2024-06-16 17:30:00,2024-06-16,24,2024-06,Login Failure,High,Endpoint,IDS
2024-01-30 22:15:00,2024-01-30,5,2024-01,Port Scan,Medium,Web-Server,SIEM
2024-01-26 17:07:00,2024-01-26,4,2024-01,Policy Violation,Low,Web-Server,SIEM
2024-09-10 23:51:00,2024-09-10,37,2024-09,Port Scan,High,Endpoint,EDR
2024-10-24 14:53:00,2024-10-24,43,2024-10,Policy Violation,Critical,DB-Server,Firewall
2024-01-13 23:23:00,2024-01-13,2,2024-01,Malware Detected,High,Web-Server,IDS
2024-06-25 10:29:00,2024-06-25,26,2024-06,Login Failure,High,DB-Server,EDR
2024-10-03 11:09:00,2024-10-03,40,2024-10,Port Scan,Medium,Endpoint,Firewall
2024-08-26 00:39:00,2024-08-26,35,2024-08,Policy Violation,Low,Web-Server,EDR
2024-06-23 09:56:00,2024-06-23,25,2024-06,Login Failure,High,Endpoint,SIEM
2024-04-17 09:06:00,2024-04-17,16,2024-04,Policy Violation,Low,DB-Server,EDR
2024-09-30 08:41:00,2024-09-30,40,2024-09,Login Failure,High,Endpoint,EDR
2024-11-14 07:10:00,2024-11-14,46,2024-11,Malware Detected,Critical,Web-Server,Firewall
2024-10-04 13:22:00,2024-10-04,40,2024-10,Login Failure,Medium,Endpoint,SIEM
2024-11-05 03:35:00,2024-11-05,45,2024-11,Malware Detected,Critical,Endpoint,EDR
2024-03-25 03:07:00,2024-03-25,13,2024-03,Port Scan,High,Web-Server,EDR
2024-04-14 01:32:00,2024-04-14,15,2024-04,Port Scan,High,Endpoint,IDS
2024-05-09 22:21:00,2024-05-09,19,2024-05,Policy Violation,Critical,Endpoint,EDR
2024-06-10 10:59:00,2024-06-10,24,2024-06,Policy Violation,Critical,Endpoint,Firewall
2024-08-26 00:41:00,2024-08-26,35,2024-08,Login Failure,Medium,DB-Server,Firewall
2024-11-11 17:15:00,2024-11-11,46,2024-11,Login Failure,Critical,Web-Server,SIEM
2024-02-05 23:28:00,2024-02-05,6,2024-02,Policy Violation,Critical,DB-Server,Firewall
2024-02-10 19:46:00,2024-02-10,6,2024-02,Policy Violation,Low,DB-Server,IDS
2024-08-22 18:18:00,2024-08-22,34,2024-08,Malware Detected,Critical,DB-Server,IDS
2024-09-07 01:23:00,2024-09-07,36,2024-09,Policy Violation,Low,Web-Server,EDR
2024-06-22 16:59:00,2024-06-22,25,2024-06,Malware Detected,Critical,Firewall,EDR
2024-09-21 14:11:00,2024-09-21,38,2024-09,Login Failure,Medium,DB-Server,IDS
2024-10-27 15:35:00,2024-10-27,43,2024-10,Malware Detected,Low,Firewall,Firewall
2024-04-25 04:01:00,2024-04-25,17,2024-04,Malware Detected,High,DB-Server,IDS
2024-11-16 03:29:00,2024-11-16,46,2024-11,Policy Violation,Critical,DB-Server,Firewall
2024-03-12 09:59:00,2024-03-12,11,2024-03,Malware Detected,Critical,DB-Server,SIEM
2024-07-27 06:24:00,2024-07-27,30,2024-07,Login Failure,High,Firewall,EDR
2024-07-10 11:02:00,2024-07-10,28,2024-07,Malware Detected,High,DB-Server,IDS
2024-02-12 01:26:00,2024-02-12,7,2024-02,Port Scan,Low,DB-Server,Firewall
2024-05-10 06:25:00,2024-05-10,19,2024-05,Port Scan,Medium,Web-Server,IDS
2024-02-20 15:33:00,2024-02-20,8,2024-02,Port Scan,Medium,Web-Server,Firewall
2024-01-30 06:18:00,2024-01-30,5,2024-01,Policy Violation,High,DB-Server,IDS
2024-11-17 17:35:00,2024-11-17,46,2024-11,Malware Detected,Critical,Endpoint,IDS
2024-04-18 05:25:00,2024-04-18,16,2024-04,Login Failure,Medium,DB-Server,SIEM
2024-11-01 08:10:00,2024-11-01,44,2024-11,Port Scan,High,Web-Server,SIEM
2024-11-28 11:10:00,2024-11-28,48,2024-11,Port Scan,Low,Endpoint,Firewall
2024-01-08 13:41:00,2024-01-08,2,2024-01,Policy Violation,Low,Endpoint,Firewall
2024-06-27 22:42:00,2024-06-27,26,2024-06,Policy Violation,Low,DB-Server,EDR
2024-12-01 09:07:00,2024-12-01,48,2024-12,Malware Detected,High,Firewall,EDR
2024-10-11 22:22:00,2024-10-11,41,2024-10,Login Failure,Critical,Firewall,IDS
2024-03-27 23:59:00,2024-03-27,13,2024-03,Malware Detected,Medium,DB-Server,Firewall
2024-11-14 12:51:00,2024-11-14,46,2024-11,Malware Detected,High,DB-Server,IDS
2024-07-05 00:38:00,2024-07-05,27,2024-07,Port Scan,Critical,Web-Server,IDS
2024-09-21 03:24:00,2024-09-21,38,2024-09,Policy Violation,High,DB-Server,EDR
2024-05-02 11:06:00,2024-05-02,18,2024-05,Login Failure,Low,Firewall,Firewall
2024-03-18 18:03:00,2024-03-18,12,2024-03,Port Scan,Medium,DB-Server,Firewall
2024-01-22 16:31:00,2024-01-22,4,2024-01,Malware Detected,Medium,Endpoint,SIEM
2024-04-10 17:09:00,2024-04-10,15,2024-04,Malware Detected,Medium,Web-Server,Firewall
2024-12-20 15:53:00,2024-12-20,51,2024-12,Policy Violation,Critical,Endpoint,IDS
2024-12-16 13:16:00,2024-12-16,51,2024-12,Malware Detected,High,Endpoint,EDR
2024-09-27 03:01:00,2024-09-27,39,2024-09,Port Scan,Medium,DB-Server,IDS
2024-02-11 01:30:00,2024-02-11,6,2024-02,Login Failure,High,Firewall,SIEM
2024-01-08 06:16:00,2024-01-08,2,2024-01,Policy Violation,Low,Web-Server,IDS
2024-11-17 14:07:00,2024-11-17,46,2024-11,Malware Detected,High,DB-Server,SIEM
2024-05-03 12:11:00,2024-05-03,18,2024-05,Login Failure,High,Firewall,EDR
2024-09-28 00:44:00,2024-09-28,39,2024-09,Login Failure,Medium,DB-Server,IDS
2024-10-14 08:15:00,2024-10-14,42,2024-10,Port Scan,High,Firewall,IDS
2024-08-27 12:24:00,2024-08-27,35,2024-08,Port Scan,Medium,Endpoint,EDR
2024-12-12 07:28:00,2024-12-12,50,2024-12,Malware Detected,Medium,Web-Server,Firewall
2024-12-19 02:23:00,2024-12-19,51,2024-12,Policy Violation,High,Firewall,SIEM
2024-05-05 16:07:00,2024-05-05,18,2024-05,Malware Detected,Medium,Web-Server,EDR
2024-11-25 02:06:00,2024-11-25,48,2024-11,Policy Violation,High,Firewall,Firewall
2024-10-30 09:13:00,2024-10-30,44,2024-10,Login Failure,Critical,Firewall,EDR
2024-10-09 21:19:00,2024-10-09,41,2024-10,Policy Violation,Low,Endpoint,IDS
2024-12-05 14:29:00,2024-12-05,49,2024-12,Policy Violation,High,Endpoint,IDS
2024-06-18 01:05:00,2024-06-18,25,2024-06,Malware Detected,High,Firewall,Firewall
2024-05-12 00:52:00,2024-05-12,19,2024-05,Malware Detected,Low,DB-Server,SIEM
2024-10-27 10:21:00,2024-10-27,43,2024-10,Login Failure,Low,Firewall,Firewall
2024-10-03 15:56:00,2024-10-03,40,2024-10,Policy Violation,Critical,Web-Server,SIEM
2024-10-01 08:11:00,2024-10-01,40,2024-10,Malware Detected,Medium,Web-Server,EDR
2024-11-01 22:13:00,2024-11-01,44,2024-11,Malware Detected,Critical,Firewall,SIEM
2024-11-01 13:49:00,2024-11-01,44,2024-11,Policy Violation,Medium,Endpoint,SIEM
2024-03-24 15:30:00,2024-03-24,12,2024-03,Port Scan,Medium,Endpoint,EDR
2024-01-18 17:59:00,2024-01-18,3,2024-01,Port Scan,Medium,Firewall,Firewall
2024-05-30 03:19:00,2024-05-30,22,2024-05,Policy Violation,Medium,Firewall,Firewall
2024-05-30 13:33:00,2024-05-30,22,2024-05,Port Scan,Low,Web-Server,EDR
2024-01-04 05:20:00,2024-01-04,1,2024-01,Policy Violation,Critical,Firewall,EDR
2024-05-08 08:55:00,2024-05-08,19,2024-05,Port Scan,High,DB-Server,SIEM
2024-08-04 14:08:00,2024-08-04,31,2024-08,Malware Detected,Low,DB-Server,Firewall
2024-05-21 09:24:00,2024-05-21,21,2024-05,Port Scan,Critical,DB-Server,IDS
2024-03-17 16:55:00,2024-03-17,11,2024-03,Login Failure,High,Firewall,IDS
2024-01-07 18:52:00,2024-01-07,1,2024-01,Login Failure,Medium,DB-Server,Firewall
2024-05-20 12:19:00,2024-05-20,21,2024-05,Malware Detected,High,Endpoint,EDR
2024-01-31 14:23:00,2024-01-31,5,2024-01,Policy Violation,Low,DB-Server,Firewall
2024-05-16 05:30:00,2024-05-16,20,2024-05,Login Failure,High,DB-Server,EDR
2024-02-20 05:05:00,2024-02-20,8,2024-02,Malware Detected,High,Firewall,EDR
2024-09-29 02:52:00,2024-09-29,39,2024-09,Malware Detected,Medium,Endpoint,IDS
2024-05-28 22:32:00,2024-05-28,22,2024-05,Login Failure,High,DB-Server,SIEM
2024-07-28 05:42:00,2024-07-28,30,2024-07,Port Scan,Low,Web-Server,IDS
2024-02-15 05:05:00,2024-02-15,7,2024-02,Malware Detected,Low,Firewall,SIEM
2024-06-01 13:37:00,2024-06-01,22,2024-06,Malware Detected,Medium,Web-Server,Firewall
2024-02-15 10:02:00,2024-02-15,7,2024-02,Login Failure,Critical,Firewall,EDR
2024-01-23 07:04:00,2024-01-23,4,2024-01,Login Failure,High,Endpoint,EDR
2024-09-18 06:26:00,2024-09-18,38,2024-09,Login Failure,Low,Firewall,EDR
2024-09-05 06:00:00,2024-09-05,36,2024-09,Port Scan,Medium,Endpoint,Firewall
2024-06-15 22:22:00,2024-06-15,24,2024-06,Port Scan,Medium,Firewall,IDS
2024-05-28 14:41:00,2024-05-28,22,2024-05,Malware Detected,Low,Firewall,EDR
2024-11-20 04:43:00,2024-11-20,47,2024-11,Malware Detected,High,Web-Server,SIEM
2024-07-29 23:31:00,2024-07-29,31,2024-07,Malware Detected,Medium,Web-Server,SIEM
2024-09-02 00:06:00,2024-09-02,36,2024-09,Login Failure,Low,Endpoint,Firewall
2024-01-13 23:16:00,2024-01-13,2,2024-01,Policy Violation,High,Firewall,SIEM
2024-03-09 15:21:00,2024-03-09,10,2024-03,Malware Detected,Critical,Web-Server,EDR
2024-06-26 23:20:00,2024-06-26,26,2024-06,Login Failure,High,Web-Server,EDR
2024-01-01 17:41:00,2024-01-01,1,2024-01,Policy Violation,High,Web-Server,Firewall
2024-02-08 22:56:00,2024-02-08,6,2024-02,Malware Detected,High,Endpoint,SIEM
2024-10-13 16:27:00,2024-10-13,41,2024-10,Malware Detected,High,Firewall,SIEM
2024-11-19 01:46:00,2024-11-19,47,2024-11,Policy Violation,Medium,Endpoint,SIEM
2024-05-01 14:25:00,2024-05-01,18,2024-05,Login Failure,Low,Web-Server,Firewall
2024-10-19 14:43:00,2024-10-19,42,2024-10,Login Failure,Low,Web-Server,IDS
2024-05-20 16:49:00,2024-05-20,21,2024-05,Port Scan,High,Endpoint,Firewall
2024-04-16 14:54:00,2024-04-16,16,2024-04,Malware Detected,Critical,Endpoint,SIEM
2024-08-13 11:31:00,2024-08-13,33,2024-08,Policy Violation,Low,DB-Server,Firewall
2024-12-16 07:04:00,2024-12-16,51,2024-12,Malware Detected,Medium,Web-Server,Firewall
2024-09-07 10:03:00,2024-09-07,36,2024-09,Port Scan,Low,Firewall,EDR
2024-02-24 14:01:00,2024-02-24,8,2024-02,Policy Violation,Critical,Firewall,EDR
2024-07-18 06:43:00,2024-07-18,29,2024-07,Malware Detected,Low,Web-Server,SIEM
2024-12-26 10:49:00,2024-12-26,52,2024-12,Port Scan,Low,DB-Server,IDS
2024-09-22 20:22:00,2024-09-22,38,2024-09,Malware Detected,High,Endpoint,Firewall
2024-07-30 05:21:00,2024-07-30,31,2024-07,Login Failure,Medium,Web-Server,SIEM
2024-01-14 07:16:00,2024-01-14,2,2024-01,Port Scan,High,Firewall,SIEM
2024-01-05 02:55:00,2024-01-05,1,2024-01,Port Scan,High,Web-Server,EDR
2024-05-16 17:52:00,2024-05-16,20,2024-05,Login Failure,Medium,DB-Server,SIEM
2024-07-19 17:06:00,2024-07-19,29,2024-07,Malware Detected,High,Endpoint,SIEM
2024-12-10 08:34:00,2024-12-10,50,2024-12,Login Failure,Low,Endpoint,Firewall
2024-11-28 15:16:00,2024-11-28,48,2024-11,Login Failure,Low,DB-Server,Firewall
2024-06-13 00:49:00,2024-06-13,24,2024-06,Malware Detected,Critical,Endpoint,IDS
2024-04-06 02:40:00,2024-04-06,14,2024-04,Malware Detected,High,Web-Server,EDR
2024-07-22 01:02:00,2024-07-22,30,2024-07,Port Scan,Medium,Endpoint,SIEM
2024-10-24 00:59:00,2024-10-24,43,2024-10,Login Failure,Medium,Firewall,Firewall
2024-07-25 07:34:00,2024-07-25,30,2024-07,Policy Violation,Low,Web-Server,SIEM
2024-01-16 01:41:00,2024-01-16,3,2024-01,Port Scan,Low,Firewall,EDR
2024-08-17 17:11:00,2024-08-17,33,2024-08,Policy Violation,Low,DB-Server,SIEM
2024-02-02 05:21:00,2024-02-02,5,2024-02,Login Failure,Low,DB-Server,Firewall
2024-02-20 11:09:00,2024-02-20,8,2024-02,Login Failure,Low,Web-Server,EDR
2024-07-31 19:11:00,2024-07-31,31,2024-07,Malware Detected,Critical,Web-Server,Firewall
2024-02-16 21:22:00,2024-02-16,7,2024-02,Malware Detected,High,Endpoint,SIEM
2024-03-22 03:10:00,2024-03-22,12,2024-03,Malware Detected,Critical,DB-Server,SIEM
2024-12-30 03:43:00,2024-12-30,1,2024-12,Policy Violation,Critical,Firewall,EDR
2024-10-25 15:32:00,2024-10-25,43,2024-10,Policy Violation,Low,Firewall,EDR
2024-05-07 02:23:00,2024-05-07,19,2024-05,Policy Violation,Medium,DB-Server,Firewall
2024-08-19 13:24:00,2024-08-19,34,2024-08,Login Failure,Low,Firewall,IDS
2024-06-01 00:13:00,2024-06-01,22,2024-06,Policy Violation,High,DB-Server,EDR
2024-05-27 10:34:00,2024-05-27,22,2024-05,Port Scan,High,Firewall,IDS
2024-07-10 02:44:00,2024-07-10,28,2024-07,Login Failure,Critical,DB-Server,EDR
2024-07-23 21:35:00,2024-07-23,30,2024-07,Port Scan,Low,Web-Server,EDR
2024-12-19 15:23:00,2024-12-19,51,2024-12,Port Scan,Low,Firewall,EDR
2024-01-28 16:51:00,2024-01-28,4,2024-01,Login Failure,Medium,DB-Server,EDR
2024-06-13 18:48:00,2024-06-13,24,2024-06,Policy Violation,Low,DB-Server,SIEM
2024-12-16 05:32:00,2024-12-16,51,2024-12,Policy Violation,Low,Web-Server,IDS
2024-03-24 10:35:00,2024-03-24,12,2024-03,Policy Violation,Medium,DB-Server,IDS
2024-07-30 08:46:00,2024-07-30,31,2024-07,Malware Detected,High,DB-Server,IDS
2024-07-12 01:30:00,2024-07-12,28,2024-07,Policy Violation,Critical,Firewall,Firewall
2024-08-07 12:20:00,2024-08-07,32,2024-08,Malware Detected,Critical,DB-Server,EDR
2024-03-10 08:33:00,2024-03-10,10,2024-03,Port Scan,Critical,Endpoint,IDS
2024-07-20 00:58:00,2024-07-20,29,2024-07,Port Scan,Critical,Web-Server,IDS
2024-02-18 09:39:00,2024-02-18,7,2024-02,Port Scan,Medium,Web-Server,EDR
